property_city,Estimate (Land),Estimate (Building),Type of Residence,Rooms,Bedrooms,Central Heating,Central Air,Fireplaces,Building Square Feet,Sale Price,Full Baths,Garage 1 Size,Age,Garage indicator,Tax Year,Basement,Basement Finish,Near Major Road,Construction Quality,Renovation,Repair Condition,Neighborhood Code,Roof Material,Other Heating,Attic Type,Attic Finish,Cathedral Ceiling,Site Desireability,Porch,Other Improvements,Large Lot
SCHAUMBURG,26930,104710,NA,NA,NA,NA,NA,NA,NA,194500,1,NA,19,NA,2018,NA,NA,1,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,3,NA,1
SCHAUMBURG,6520,127770,NA,NA,NA,NA,NA,NA,NA,194500,1,NA,19,NA,2018,NA,NA,1,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,3,NA,1
ARLINGTON HEIGHTS,2860,91480,NA,NA,NA,NA,NA,NA,NA,140000,1,NA,44,NA,2018,NA,NA,1,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,3,NA,1
ARLINGTON HEIGHTS,5400,179360,NA,NA,NA,NA,NA,NA,NA,278000,1,NA,27,NA,2018,NA,NA,1,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,3,NA,1
ARLINGTON HEIGHTS,1730,134410,NA,NA,NA,NA,NA,NA,NA,195000,NA,NA,11,NA,2019,NA,NA,1,NA,NA,NA,31,NA,NA,NA,0,NA,NA,3,NA,NA
ARLINGTON HEIGHTS,47850,278040,2,7,3,1,0,0,1562,249150,1,2,65,1,2018,4,3,0,2,NA,2,52,1,5,3,NA,2,2,2,0,0
NORTHBROOK,22820,186840,NA,NA,NA,NA,NA,NA,NA,240000,NA,NA,14,NA,2019,NA,NA,0,NA,NA,NA,250,NA,NA,NA,0,NA,NA,3,NA,NA
EVANSTON,81000,503390,5,9,4,2,0,1,3244,880000,3,3,123,1,2019,1,3,0,2,NA,2,80,1,5,1,1,2,2,3,0,NA
SKOKIE,14420,285230,NA,NA,NA,NA,NA,NA,NA,379000,NA,NA,12,NA,2019,NA,NA,0,NA,NA,NA,52,NA,NA,NA,0,NA,NA,3,NA,NA
HOFFMAN ESTATES,7490,31770,NA,NA,NA,NA,NA,NA,NA,60000,NA,NA,45,NA,2019,NA,NA,1,NA,NA,NA,20,NA,NA,NA,0,NA,NA,3,NA,NA
HOFFMAN ESTATES,8070,45570,NA,NA,NA,NA,NA,NA,NA,60000,NA,NA,45,NA,2019,NA,NA,1,NA,NA,NA,20,NA,NA,NA,0,NA,NA,3,NA,NA
ARLINGTON HEIGHTS,88630,603700,2,9,4,1,1,1,3191,760000,3,3,19,1,2019,1,3,0,2,NA,3,52,1,5,3,0,2,2,3,0,NA
NORTHBROOK,204930,154030,1,6,3,1,1,0,1163,320000,1,3,55,1,2018,3,3,0,2,NA,2,52,1,5,3,NA,0,2,3,0,0
PALATINE,9470,43150,NA,NA,NA,NA,NA,NA,NA,76000,1,NA,38,NA,2018,NA,NA,0,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,3,NA,1
PALATINE,8740,34580,NA,NA,NA,NA,NA,NA,NA,76000,1,NA,38,NA,2018,NA,NA,0,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,3,NA,1
ARLINGTON HEIGHTS,54260,369850,2,8,4,1,1,1,2380,340000,2,3,37,1,2018,1,3,1,2,NA,2,40,1,5,3,NA,0,2,3,0,0
DES PLAINES,42780,218410,4,7,3,1,1,0,1352,287000,1,3,51,1,2018,3,1,0,2,NA,2,31,1,5,3,NA,0,2,3,0,0
NORTHBROOK,147380,361810,1,8,4,1,1,1,2295,380000,2,3,49,1,2018,3,3,0,2,NA,2,52,1,5,3,NA,0,2,3,0,0
ARLINGTON HEIGHTS,144270,175540,1,5,2,1,0,2,1013,230000,1,1,71,1,2019,1,3,1,2,NA,2,52,1,5,1,3,0,2,1,0,NA
NORTHBROOK,81980,462080,2,8,3,1,1,1,2555,450000,2,3,21,1,2018,1,3,0,2,NA,2,230,1,5,3,NA,0,2,3,0,0
SCHAUMBURG,7730,112300,NA,NA,NA,NA,NA,NA,NA,155000,1,NA,44,NA,2018,NA,NA,1,NA,NA,NA,170,NA,NA,NA,NA,NA,NA,3,NA,1
SCHAUMBURG,6870,108880,NA,NA,NA,NA,NA,NA,NA,155000,1,NA,44,NA,2018,NA,NA,1,NA,NA,NA,170,NA,NA,NA,NA,NA,NA,3,NA,1
DES PLAINES,44550,171360,1,5,3,1,0,0,1005,300000,1,3,58,1,2018,1,1,0,2,NA,2,31,1,5,1,3,0,2,3,0,0
SCHAUMBURG,10350,133670,NA,NA,NA,NA,NA,NA,NA,192000,1,NA,19,NA,2018,NA,NA,1,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,3,NA,1
ARLINGTON HEIGHTS,44240,400130,2,8,4,1,1,1,2802,425000,2,3,37,1,2018,1,3,0,2,NA,2,40,1,5,3,NA,2,2,3,0,0
HOFFMAN ESTATES,56600,198780,1,7,4,1,0,0,1914,250000,2,2,53,1,2018,2,3,0,2,NA,2,170,1,5,3,NA,0,2,3,0,0
SKOKIE,40590,238040,1,6,3,1,1,0,1523,345000,1,3,61,1,2018,1,3,0,2,NA,2,81,1,5,3,NA,0,2,3,0,0
NORTHBROOK,208010,433920,2,9,4,1,1,1,3174,795000,2,3,48,1,2018,3,3,0,2,NA,2,52,1,5,2,3,2,2,3,0,0
SCHAUMBURG,32220,66570,NA,NA,NA,NA,NA,NA,NA,167000,1,NA,36,NA,2018,NA,NA,0,NA,NA,NA,105,NA,NA,NA,NA,NA,NA,3,NA,1
ARLINGTON HEIGHTS,8170,52130,NA,NA,NA,NA,NA,NA,NA,95000,1,NA,51,NA,2018,NA,NA,0,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,3,NA,1
ARLINGTON HEIGHTS,7260,46960,NA,NA,NA,NA,NA,NA,NA,95000,1,NA,51,NA,2018,NA,NA,0,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,3,NA,1
GLENVIEW,58930,213210,4,7,3,1,1,0,1259,280000,1,3,55,1,2018,3,1,0,2,NA,2,85,1,5,3,NA,2,2,3,0,0
NORTHBROOK,116540,827590,2,10,5,1,1,1,4097,1125000,3,3,4,1,2019,1,1,0,2,NA,2,132,1,5,3,0,1,2,3,0,NA
SCHAUMBURG,33500,140050,1,5,3,1,1,1,1103,161000,1,1,38,1,2018,4,3,0,2,NA,2,104,1,5,3,NA,0,2,3,0,0
ARLINGTON HEIGHTS,47720,202930,1,5,3,1,0,1,1173,326000,1,3,61,1,2019,1,3,0,2,NA,2,50,1,5,3,0,0,2,3,0,NA
SCHAUMBURG,13070,93070,NA,NA,NA,NA,NA,NA,NA,140000,1,NA,31,NA,2018,NA,NA,1,NA,NA,NA,170,NA,NA,NA,NA,NA,NA,3,NA,1
EVANSTON,78750,345400,2,7,4,1,1,1,3464,1416985,3,3,1,1,2018,1,1,0,2,NA,2,120,1,5,3,NA,2,2,3,0,0
PALATINE,NA,NA,1,6,3,1,1,0,1961,235000,2,2,62,1,2018,3,3,0,2,NA,2,80,1,5,3,NA,2,2,3,0,0
DES PLAINES,32640,136650,NA,NA,NA,NA,NA,NA,NA,225000,NA,NA,22,NA,2019,NA,NA,0,NA,NA,NA,50,NA,NA,NA,0,NA,NA,3,NA,NA
ARLINGTON HEIGHTS,9860,264510,NA,NA,NA,NA,NA,NA,NA,325000,1,NA,29,NA,2018,NA,NA,1,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,3,NA,1
ARLINGTON HEIGHTS,34840,146600,2,12,5,1,1,0,3916,842500,4,5,1,1,2018,1,1,1,2,NA,2,71,1,5,3,NA,1,2,3,0,0
ARLINGTON HEIGHTS,39200,156900,2,12,5,1,1,0,3916,842500,4,5,1,1,2018,1,1,1,2,NA,2,71,1,5,3,NA,1,2,3,0,0
EVANSTON,49270,322680,5,8,4,2,1,1,1821,501228,2,3,103,1,2018,1,3,0,2,NA,2,80,1,5,1,1,2,2,1,0,0
DES PLAINES,40060,141150,NA,NA,NA,NA,NA,NA,NA,215000,NA,NA,30,NA,2019,NA,NA,1,NA,NA,NA,91,NA,NA,NA,0,NA,NA,3,NA,NA
DES PLAINES,34720,115500,NA,NA,NA,NA,NA,NA,NA,215000,NA,NA,30,NA,2019,NA,NA,1,NA,NA,NA,91,NA,NA,NA,0,NA,NA,3,NA,NA
ARLINGTON HEIGHTS,3320,125090,NA,NA,NA,NA,NA,NA,NA,175000,1,NA,29,NA,2018,NA,NA,1,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,3,NA,1
SKOKIE,43630,256370,5,7,3,1,0,1,1605,311000,2,3,62,1,2018,1,1,0,2,NA,2,81,1,5,2,1,2,2,3,0,0
SKOKIE,57750,383280,2,9,5,1,1,1,2363,615000,2,3,61,1,2019,3,1,0,2,NA,2,150,1,5,3,0,2,2,3,0,NA
EVANSTON,7220,104870,NA,NA,NA,NA,NA,NA,NA,110000,1,NA,91,NA,2018,NA,NA,1,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,3,NA,0
HOFFMAN ESTATES,7800,0,2,8,4,1,1,2,3163,419200,2,5,1,1,2019,1,1,0,2,NA,2,90,1,5,3,0,1,2,3,0,NA
SKOKIE,5910,60130,NA,NA,NA,NA,NA,NA,NA,80000,1,NA,47,NA,2018,NA,NA,0,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,3,NA,1
SCHAUMBURG,34100,63590,NA,NA,NA,NA,NA,NA,NA,169000,1,NA,40,NA,2018,NA,NA,1,NA,NA,NA,116,NA,NA,NA,NA,NA,NA,3,NA,1
SCHAUMBURG,38470,112040,NA,NA,NA,NA,NA,NA,NA,169000,1,NA,40,NA,2018,NA,NA,1,NA,NA,NA,116,NA,NA,NA,NA,NA,NA,3,NA,1
EVANSTON,234900,809930,2,12,6,2,1,0,4404,1074241,3,3,96,1,2018,1,3,0,1,NA,1,42,3,5,2,3,0,2,3,0,0
EVANSTON,7370,409000,NA,NA,NA,NA,NA,NA,NA,627500,1,NA,13,NA,2018,NA,NA,0,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,3,NA,1
PALATINE,1830,93820,NA,NA,NA,NA,NA,NA,NA,135000,1,NA,35,NA,2018,NA,NA,0,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,3,NA,0
PALATINE,8650,40810,NA,NA,NA,NA,NA,NA,NA,105000,1,NA,24,NA,2018,NA,NA,1,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,3,NA,1
PALATINE,9130,46900,NA,NA,NA,NA,NA,NA,NA,105000,1,NA,24,NA,2018,NA,NA,1,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,3,NA,1
NORTHBROOK,46360,213580,NA,NA,NA,NA,NA,NA,NA,360200,NA,NA,22,NA,2019,NA,NA,1,NA,NA,NA,430,NA,NA,NA,0,NA,NA,3,NA,NA
PALATINE,59900,340180,1,8,4,1,1,1,2057,401000,2,3,40,1,2018,3,3,0,2,NA,2,83,1,5,3,NA,0,2,3,0,0
PALATINE,59900,340180,1,8,4,1,1,1,2057,401000,2,3,40,1,2018,3,3,0,2,NA,2,83,1,5,3,NA,0,2,3,0,0
EVANSTON,17190,66740,NA,NA,NA,NA,NA,NA,NA,107000,1,NA,62,NA,2018,NA,NA,0,NA,NA,NA,112,NA,NA,NA,NA,NA,NA,3,NA,0
MOUNT PROSPECT,40370,291000,2,8,4,1,1,1,1964,422500,2,3,53,1,2018,3,3,0,2,NA,2,10,1,5,3,NA,2,2,3,0,0
MOUNT PROSPECT,42500,277500,2,8,4,1,1,1,1964,422500,2,3,53,1,2018,3,3,0,2,NA,2,10,1,5,3,NA,2,2,3,0,0
SKOKIE,55280,290660,2,7,4,1,1,1,2129,446000,2,1,58,1,2019,3,1,0,2,NA,2,51,1,5,3,0,0,2,1,227,NA
SKOKIE,33480,258360,2,6,4,2,0,1,1586,395000,2,3,68,1,2019,1,3,0,2,NA,2,81,1,5,1,3,0,2,3,0,NA
GLENVIEW,156450,420850,2,8,3,1,1,1,3218,750000,2,3,35,1,2018,1,1,0,2,NA,1,51,1,5,3,NA,2,2,3,0,0
ARLINGTON HEIGHTS,47250,234160,1,8,4,1,1,1,1388,366000,2,3,50,1,2019,3,1,0,2,NA,2,31,1,5,3,0,0,2,3,0,NA
EVANSTON,4330,79910,NA,NA,NA,NA,NA,NA,NA,75000,NA,NA,24,NA,2019,NA,NA,0,NA,NA,NA,220,NA,NA,NA,0,NA,NA,3,NA,NA
NORTHBROOK,140760,456850,2,9,4,2,1,2,3158,480000,2,3,53,1,2019,3,1,0,2,NA,2,52,1,5,3,0,0,2,3,0,NA
HOFFMAN ESTATES,17710,119600,2,5,3,1,1,1,1176,155000,2,1,49,1,2019,1,3,0,2,NA,2,109,1,5,2,3,2,2,3,87,NA
HOFFMAN ESTATES,15450,113710,2,5,3,1,1,1,1176,155000,2,1,49,1,2019,1,3,0,2,NA,2,109,1,5,2,3,2,2,3,87,NA
SCHAUMBURG,10030,204280,2,6,3,1,1,2,1452,285000,2,3,33,1,2019,2,3,0,2,NA,2,20,1,5,3,0,1,2,3,0,NA
MOUNT PROSPECT,1740,125780,NA,NA,NA,NA,NA,NA,NA,163000,1,NA,17,NA,2018,NA,NA,1,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,3,NA,1
MOUNT PROSPECT,1740,125780,NA,NA,NA,NA,NA,NA,NA,163000,1,NA,17,NA,2018,NA,NA,1,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,3,NA,1
ARLINGTON HEIGHTS,2620,61760,NA,NA,NA,NA,NA,NA,NA,123500,1,NA,44,NA,2018,NA,NA,1,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,3,NA,1
NORTHBROOK,111560,358880,1,8,4,1,1,1,2264,560000,2,4,44,1,2018,3,3,1,2,NA,2,21,1,5,3,NA,0,2,3,0,0
DES PLAINES,45600,219930,1,6,4,1,1,0,1671,220000,2,3,51,1,2018,4,3,1,2,NA,2,51,1,5,3,NA,0,2,3,0,0
MOUNT PROSPECT,48260,299640,1,9,3,1,1,0,1866,285000,1,3,58,1,2018,3,3,0,2,NA,2,80,1,5,3,NA,0,2,3,0,0
EVANSTON,13420,220810,NA,NA,NA,NA,NA,NA,NA,285000,NA,NA,88,NA,2019,NA,NA,0,NA,NA,NA,71,NA,NA,NA,0,NA,NA,3,NA,NA
GLENVIEW,37600,191390,NA,NA,NA,NA,NA,NA,NA,235000,1,NA,33,NA,2018,NA,NA,1,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,3,NA,1
NORTHBROOK,85380,197610,1,4,2,1,0,0,1000,285000,1,1,65,1,2018,3,3,0,2,NA,2,52,1,5,3,NA,0,2,3,0,0
NORTHBROOK,85380,197610,1,4,2,1,0,0,1000,285000,1,1,65,1,2018,3,3,0,2,NA,2,52,1,5,3,NA,0,2,3,0,0
NORTHBROOK,85380,197610,2,9,4,1,1,2,2538,872500,3,3,1,1,2019,1,1,0,2,NA,2,52,1,5,3,0,2,2,3,0,NA
NORTHBROOK,85380,197610,2,9,4,1,1,2,2538,872500,3,3,1,1,2019,1,1,0,2,NA,2,52,1,5,3,0,2,2,3,0,NA
HOFFMAN ESTATES,40040,155610,4,4,2,1,0,0,1079,310000,1,0,53,0,2018,3,1,0,2,NA,2,170,1,5,3,NA,0,2,3,0,0
HOFFMAN ESTATES,47540,175210,4,4,2,1,0,0,1079,310000,1,0,53,0,2018,3,1,0,2,NA,2,170,1,5,3,NA,0,2,3,0,0
DES PLAINES,14010,65660,NA,NA,NA,NA,NA,NA,NA,121000,1,NA,41,NA,2018,NA,NA,1,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,3,NA,1
DES PLAINES,72190,394330,2,9,4,1,1,1,2588,475000,2,5,19,1,2018,1,3,1,2,NA,2,48,1,5,3,NA,1,2,3,0,0
MOUNT PROSPECT,18670,138920,NA,NA,NA,NA,NA,NA,NA,138000,1,NA,30,NA,2018,NA,NA,1,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,3,NA,1
DES PLAINES,4100,68860,NA,NA,NA,NA,NA,NA,NA,120000,1,NA,36,NA,2018,NA,NA,1,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,3,NA,0
DES PLAINES,13750,119920,NA,NA,NA,NA,NA,NA,NA,132000,1,NA,38,NA,2018,NA,NA,1,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,3,NA,1
DES PLAINES,13090,72220,NA,NA,NA,NA,NA,NA,NA,132000,1,NA,38,NA,2018,NA,NA,1,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,3,NA,1
NORTHBROOK,11020,347230,2,6,3,1,1,1,1820,165000,2,3,33,1,2018,1,3,1,2,NA,2,270,1,5,3,NA,0,2,3,0,0
NORTHBROOK,11020,347230,2,6,3,1,1,1,1820,165000,2,3,33,1,2018,1,3,1,2,NA,2,270,1,5,3,NA,0,2,3,0,0
MOUNT PROSPECT,39600,340530,2,8,5,1,1,0,2881,435000,3,3,48,1,2018,3,3,0,2,NA,2,12,1,5,3,NA,0,2,3,0,0
SCHAUMBURG,52000,218530,4,4,3,1,0,0,1120,269000,1,0,44,0,2018,3,1,0,2,NA,2,71,1,5,3,NA,0,2,3,0,0
SCHAUMBURG,41970,199040,1,6,3,1,1,0,1186,275000,2,3,50,1,2018,3,3,0,2,NA,2,40,1,5,3,NA,2,2,3,100,0
DES PLAINES,10570,58470,NA,NA,NA,NA,NA,NA,NA,157000,1,NA,47,NA,2018,NA,NA,1,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,3,NA,1
DES PLAINES,12340,78320,NA,NA,NA,NA,NA,NA,NA,157000,1,NA,47,NA,2018,NA,NA,1,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,3,NA,1
HOFFMAN ESTATES,48550,205650,1,9,4,1,1,0,1446,326000,3,4,50,1,2018,3,1,0,2,NA,2,11,1,5,1,3,0,2,3,0,0
HOFFMAN ESTATES,48550,212630,1,9,4,1,1,0,1446,326000,3,4,50,1,2018,3,1,0,2,NA,2,11,1,5,1,3,0,2,3,0,0
GLENVIEW,103240,317220,1,7,3,1,1,2,2098,486000,2,3,44,1,2019,3,3,0,2,NA,2,102,1,5,3,0,2,2,3,0,NA
NORTHBROOK,9120,118980,NA,NA,NA,NA,NA,NA,NA,165000,1,NA,40,NA,2018,NA,NA,1,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,3,NA,1
SKOKIE,7180,65310,NA,NA,NA,NA,NA,NA,NA,83000,1,NA,42,NA,2018,NA,NA,1,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,3,NA,0
SKOKIE,6190,125090,NA,NA,NA,NA,NA,NA,NA,83000,1,NA,42,NA,2018,NA,NA,1,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,3,NA,0
NORTHBROOK,210270,449280,2,9,4,1,1,2,3140,410000,3,3,75,1,2018,3,3,0,2,NA,2,52,1,5,3,NA,0,2,3,0,0
EVANSTON,62640,653360,2,8,3,1,1,1,2437,815000,2,3,13,1,2018,1,3,1,2,NA,2,80,1,5,3,NA,2,2,3,0,0
EVANSTON,18960,287200,NA,NA,NA,NA,NA,NA,NA,365000,1,NA,33,NA,2018,NA,NA,1,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,3,NA,0
EVANSTON,15920,249230,NA,NA,NA,NA,NA,NA,NA,365000,1,NA,33,NA,2018,NA,NA,1,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,3,NA,0
SCHAUMBURG,31870,218790,2,9,4,1,1,2,1980,328000,2,3,43,1,2019,2,3,0,2,NA,2,40,1,5,3,0,2,2,3,0,NA
SCHAUMBURG,28120,265790,2,9,4,1,1,2,1980,328000,2,3,43,1,2019,2,3,0,2,NA,2,40,1,5,3,0,2,2,3,0,NA
GLENVIEW,152170,608440,2,8,5,1,1,1,2968,862500,2,3,44,1,2018,1,3,1,2,NA,2,131,1,5,3,NA,0,2,2,0,0
GLENVIEW,121740,484670,2,8,5,1,1,1,2968,862500,2,3,44,1,2018,1,3,1,2,NA,2,131,1,5,3,NA,0,2,2,0,0
NORTHBROOK,42610,226260,NA,NA,NA,NA,NA,NA,NA,275000,NA,NA,37,NA,2019,NA,NA,1,NA,NA,NA,52,NA,NA,NA,0,NA,NA,3,NA,NA
NORTHBROOK,76880,642040,2,9,4,1,1,1,3309,782500,2,5,19,1,2018,3,3,0,2,NA,2,210,1,5,3,NA,1,2,3,0,0
DES PLAINES,3990,106030,NA,NA,NA,NA,NA,NA,NA,100000,1,NA,24,NA,2018,NA,NA,1,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,3,NA,1
DES PLAINES,3990,106030,NA,NA,NA,NA,NA,NA,NA,100000,1,NA,24,NA,2018,NA,NA,1,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,3,NA,1
DES PLAINES,3510,91210,NA,NA,NA,NA,NA,NA,NA,100000,1,NA,24,NA,2018,NA,NA,1,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,3,NA,1
DES PLAINES,3470,91210,NA,NA,NA,NA,NA,NA,NA,100000,1,NA,24,NA,2018,NA,NA,1,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,3,NA,1
DES PLAINES,7500,127480,NA,NA,NA,NA,NA,NA,NA,121700,1,NA,25,NA,2018,NA,NA,0,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,3,NA,0
DES PLAINES,7500,190120,NA,NA,NA,NA,NA,NA,NA,121700,1,NA,25,NA,2018,NA,NA,0,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,3,NA,0
SKOKIE,43620,227940,1,5,3,1,1,0,1360,341000,2,0,58,0,2018,3,1,0,2,NA,2,51,1,5,3,NA,0,2,3,0,0
GLENVIEW,19290,216100,NA,NA,NA,NA,NA,NA,NA,300000,NA,NA,44,NA,2019,NA,NA,0,NA,NA,NA,200,NA,NA,NA,0,NA,NA,3,NA,NA
GLENVIEW,22400,170670,NA,NA,NA,NA,NA,NA,NA,300000,NA,NA,44,NA,2019,NA,NA,0,NA,NA,NA,200,NA,NA,NA,0,NA,NA,3,NA,NA
GLENVIEW,13480,133670,NA,NA,NA,NA,NA,NA,NA,172000,1,NA,44,NA,2018,NA,NA,1,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,3,NA,1
PALATINE,7100,226440,NA,NA,NA,NA,NA,NA,NA,332000,NA,NA,12,NA,2019,NA,NA,1,NA,NA,NA,60,NA,NA,NA,0,NA,NA,3,NA,NA
PALATINE,7690,258610,NA,NA,NA,NA,NA,NA,NA,332000,NA,NA,12,NA,2019,NA,NA,1,NA,NA,NA,60,NA,NA,NA,0,NA,NA,3,NA,NA
PALATINE,6640,97430,NA,NA,NA,NA,NA,NA,NA,150000,1,NA,30,NA,2018,NA,NA,0,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,3,NA,1
PALATINE,25510,176040,1,6,3,1,0,0,1272,219000,1,0,47,0,2018,1,3,1,2,NA,2,60,1,5,3,NA,0,2,3,0,0
PALATINE,25510,176040,1,6,3,1,0,0,1272,219000,1,0,47,0,2018,1,3,1,2,NA,2,60,1,5,3,NA,0,2,3,0,0
MOUNT PROSPECT,1330,90120,NA,NA,NA,NA,NA,NA,NA,162500,1,NA,43,NA,2018,NA,NA,1,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,3,NA,1
MOUNT PROSPECT,52910,230100,1,6,4,1,1,1,1568,432000,2,3,59,1,2018,3,3,0,2,NA,2,100,1,5,3,NA,2,2,3,0,0
PALATINE,14160,66980,NA,NA,NA,NA,NA,NA,NA,118000,1,NA,23,NA,2018,NA,NA,1,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,3,NA,1
SCHAUMBURG,53150,254970,2,8,4,1,1,0,2420,355000,2,3,48,1,2018,2,3,0,2,NA,2,115,1,5,3,NA,0,2,1,0,0
SCHAUMBURG,53150,254970,2,8,4,1,1,0,2420,355000,2,3,48,1,2018,2,3,0,2,NA,2,115,1,5,3,NA,0,2,1,0,0
ARLINGTON HEIGHTS,58540,384370,2,7,4,1,1,1,2095,438500,2,3,30,1,2018,3,3,0,2,NA,2,41,1,5,3,NA,1,2,3,0,0
SKOKIE,12830,253710,NA,NA,NA,NA,NA,NA,NA,375000,NA,NA,12,NA,2019,NA,NA,0,NA,NA,NA,52,NA,NA,NA,0,NA,NA,3,NA,NA
SCHAUMBURG,54670,69250,NA,NA,NA,NA,NA,NA,NA,170000,1,NA,37,NA,2018,NA,NA,1,NA,NA,NA,101,NA,NA,NA,NA,NA,NA,3,NA,1
SCHAUMBURG,41520,313560,2,7,3,1,1,2,1840,397500,2,3,40,1,2018,3,3,0,2,NA,2,12,1,5,3,NA,0,2,3,0,0
SCHAUMBURG,35860,240090,2,7,3,1,1,2,1840,397500,2,3,40,1,2018,3,3,0,2,NA,2,12,1,5,3,NA,0,2,3,0,0
ARLINGTON HEIGHTS,53900,252260,4,7,3,1,0,0,1277,315000,2,3,45,1,2018,3,1,1,2,NA,2,10,1,5,3,NA,0,2,3,0,0
ARLINGTON HEIGHTS,49000,223530,4,7,3,1,0,0,1277,315000,2,3,45,1,2018,3,1,1,2,NA,2,10,1,5,3,NA,0,2,3,0,0
ARLINGTON HEIGHTS,49000,223530,4,7,3,1,0,0,1277,315000,2,3,45,1,2018,3,1,1,2,NA,2,10,1,5,3,NA,0,2,3,0,0
ARLINGTON HEIGHTS,15020,92060,NA,NA,NA,NA,NA,NA,NA,159000,1,NA,43,NA,2018,NA,NA,0,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,3,NA,1
ARLINGTON HEIGHTS,43560,617330,2,8,4,1,1,0,3472,794500,2,3,12,1,2018,1,3,0,2,NA,2,70,1,5,3,NA,1,2,3,0,0
SCHAUMBURG,10160,74080,NA,NA,NA,NA,NA,NA,NA,140000,1,NA,38,NA,2018,NA,NA,1,NA,NA,NA,101,NA,NA,NA,NA,NA,NA,3,NA,0
MOUNT PROSPECT,198390,928590,2,9,4,1,1,2,5250,475299,4,6,20,1,2018,3,3,0,2,NA,2,10,1,5,3,NA,1,2,3,0,0
DES PLAINES,4140,71240,NA,NA,NA,NA,NA,NA,NA,97000,1,NA,36,NA,2018,NA,NA,0,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,3,NA,0
HOFFMAN ESTATES,14440,350040,2,7,4,1,1,1,3028,348000,2,3,13,1,2018,3,3,0,2,NA,2,90,1,5,3,NA,1,2,3,0,0
HOFFMAN ESTATES,14440,341560,2,7,4,1,1,1,3028,348000,2,3,13,1,2018,3,3,0,2,NA,2,90,1,5,3,NA,1,2,3,0,0
PALATINE,11430,61010,NA,NA,NA,NA,NA,NA,NA,131500,1,NA,26,NA,2018,NA,NA,1,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,3,NA,1
ARLINGTON HEIGHTS,49500,325580,5,7,4,1,1,1,1779,353900,2,3,46,1,2018,3,1,0,2,NA,2,40,1,5,2,1,2,2,3,0,0
SCHAUMBURG,82080,189500,2,7,2,1,1,1,1747,355000,2,3,30,1,2018,3,3,0,2,NA,2,106,1,5,3,NA,2,2,3,0,0
ARLINGTON HEIGHTS,34650,302840,2,7,4,1,0,0,1440,345000,2,1,68,1,2018,1,1,0,2,NA,2,70,1,5,2,3,0,2,3,0,0
ARLINGTON HEIGHTS,36300,309390,2,7,4,1,0,0,1440,345000,2,1,68,1,2018,1,1,0,2,NA,2,70,1,5,2,3,0,2,3,0,0
DES PLAINES,42420,171260,1,6,3,1,0,2,1275,214000,1,2,67,1,2019,4,3,1,2,NA,2,30,1,5,3,0,0,2,3,0,NA
ARLINGTON HEIGHTS,61250,469310,2,9,4,1,0,0,3046,570000,2,3,92,1,2018,3,3,1,2,NA,2,72,1,5,2,3,2,2,3,0,0
